Facility ID,Facility Name,Facility Street,Facility City,Facility State,Facility ZIP,County,Mail Contact,Mail Address1,Mail Address2,Mail Suite,Mail City,Mail State,Mail ZIP,Hazard_explosive,Hazard_flammable,Hazard_oxidizer,Hazard_selfReactive,Hazard_pyrophoricLiqSol,Hazard_pyrophoricGas,Hazard_selfHeating,Hazard_organicPeroxide,Hazard_corrosiveToMetal,Hazard_gasUnderPressure,Hazard_icwwEmitsFlammableGas,Hazard_combustibleDust,Hazard_acuteToxicity,Hazard_skinCorrosion,Hazard_seriousEyeDamage,Hazard_respOrSkinSensitization,Hazard_germCellMutagenicity,Hazard_carcinogen,Hazard_reprodToxicity,Hazard_specTargOrgToxicity,Hazard_aspirationHaz,Hazard_simpleAsphyxiant,Hazard_notOtherwiseClassified
5456,TIGT Huntsman Station 01,2835 Road 111,Sidney,NE,69162-3128,Cheyenne,Danielle Mateyka,370 Van Gordon St,,,Lakewood,CO,80228-1579,,,,,,,,,,,,,,,,,,,,,,,
5465,Egging Company,12145 Road 38,Gurley,NE,69141-6511,Cheyenne,Chauncey Adams,12145 Road 38,,,Gurley,NE,69141-6511,,,,,,,,,,,,,,,,,,,,,,,
5551,Sidney Ready-Mix,2535 Fort Sidney Rd,Sidney,NE,69162-0422,Cheyenne,Rod Havens,6215 Clear Creek Pkwy,,,Cheyenne,WY,82007-1951,,,,,,,,,,,,,,,,,,,,,,,
5620,Frenchman Valley Farmers Co-op,Jct 9th & Forrest Sts,Sidney,NE,69162,Cheyenne,Michael D Barfield,PO Box 578,202 Broadway St,,Imperial,NE,69033-0578,,,,,,,,,,,,,,,,,,,,,,,
5633,Sapp Bros Sidney Truck Stop,2914 Upland Pkwy,Sidney,NE,69162-3059,Cheyenne,Ginger Cowne,2914 Upland Pkwy,,,Sidney,NE,69162-3035,,,,,,,,,,,,,,,,,,,,,,,
5688,Simplot Grower Solutions,3281 US Highway 385,Sidney,NE,69162-3307,Cheyenne,Tony Jones,PO Box 13,3281 Highway 385,,Sidney,NE,69162-0013,,,,,,,,,,,,,,,,,,,,,,,
5741,Titan Machinery Inc,525 Parkland Dr,Sidney,NE,69162-2604,Cheyenne,Craig Kopp,644 E Beaton Dr,,,West Fargo,ND,58078-2648,,,,,,,,,,,,,,,,,,,,,,,
5798,Frenchman Valley Farmers Co-op,602 Broad St,Dalton,NE,69131,Cheyenne,Michael D Barfield,PO Box 578,202 Broadway St,,Imperial,NE,69033-0578,,,,,,,,,,,,,,,,,,,,,,,
5822,Frenchman Valley Farmers Co-op,3040 Link 17B,Potter,NE,69156-6600,Cheyenne,Michael D Barfield,PO Box 578,202 Broadway St,,Imperial,NE,69033-0578,,,,,,,,,,,,,,,,,,,,,,,
5825,Platte Pipe Line Company LLC,12311 Road 46,Gurley,NE,69141-6534,Cheyenne,Crystal Smith,425 W Superior St Ste 1100,11 E Superior St Ste 125 55802,,Duluth,MN,55802-2625,,,,,,,,,,,,,,,,,,,,,,,
5855,Aurora Co-op Elevator Company,107 Main,Ong,NE,68452-0038,Clay,James Holliday,PO Box 209,2225 Q St Aurora NE 68818,,Aurora,NE,68818-0209,,,,,,,,,,,,,,,,,,,,,,,
5856,Fairfield Non-Stock Co-op Assn,202 N D St,Fairfield,NE,68938,Clay,William Nejezchleb,PO Box 6,,,Fairfield,NE,68938-0006,,,,,,,,,,,,,,,,,,,,,,,
5861,Cooperative Producers Inc,104 W Elm St,Sutton,NE,68979-0375,Clay,Deanna Hammond,PO Box 1008,,,Hastings,NE,68902-1008,,,,,,,,,,,,,,,,,,,,,,,
5892,Nutrien Ag Solutions,30251 Road R,Edgar,NE,68935-3106,Clay,Rodney Knutzen,30251 Road R,,,Edgar,NE,68935-3106,,,,,,,,,,,,,,,,,,,,,,,
5902,Fairfield Non-Stock Co-op Assn,31080 Road C,Glenvil,NE,68941-9801,Clay,William Nejezchleb,PO Box 6,,,Fairfield,NE,68938-0006,,,,,,,,,,,,,,,,,,,,,,,
5944,Cooperative Producers Inc,647 Hartford St,Trumbull,NE,68980,Clay,Deanna Hammond,PO Box 1008,,,Hastings,NE,68902-1008,,,,,,,,,,,,,,,,,,,,,,,
5946,Aurora Co-op Elevator Company,503 N Depot St,Harvard,NE,68944,Clay,James Holliday,PO Box 209,2225 Q St Aurora NE 68818,,Aurora,NE,68818-0209,,,,,,,,,,,,,,,,,,,,,,,
5975,US Meat Animal Research Center,844 Road 313,Clay Center,NE,68933,Clay,Shannon K Ostdiek,PO Box 166,844 Road 313,,Clay Center,NE,68933-0166,,,,,,,,,,,,,,,,,,,,,,,
5994,C & M Supply Inc,210 S Deweese Ave,Deweese,NE,68934-0068,Clay,Luke E Kleen,PO Box 8,,,Ruskin,NE,68974-0008,,,,,,,,,,,,,,,,,,,,,,,
6003,AGP Grain Marketing LLC,201 W 2nd St,Fairfield,NE,68938,Clay,Keith E Wilt,PO Box 1107,,,Hastings,NE,68902-1107,,,,,,,,,,,,,,,,,,,,,,,
6019,Aurora Co-op Elevator Company,401 W Fairfield St,Clay Center,NE,68933-1305,Clay,James Holliday,PO Box 209,2225 Q St Aurora NE 68818,,Aurora,NE,68818-0209,,,,,,,,,,,,,,,,,,,,,,,
6080,Central NE Wood Preservers Inc,105 N Owen Ave,Sutton,NE,68979-2057,Clay,Kurt Andres,PO Box 630,,,Sutton,NE,68979-0630,,,,,,,,,,,,,,,,,,,,,,,
6102,Cooperative Producers Inc,1214 W Ash St,Sutton,NE,68979-2428,Clay,Deanna Hammond,PO Box 1008,,,Hastings,NE,68902-1008,,,,,,,,,,,,,,,,,,,,,,,
6117,George's 66 Service,105 E Highway 6,Sutton,NE,68979-2157,Clay,Doug George,PO Box 492,,,Sutton,NE,68979-0492,,,,,,,,,,,,,,,,,,,,,,,
6169,Ag91 Energy LLC,232 N 3rd St,Howells,NE,68641-0359,Colfax,LuAnn Dinslage,PO Box 207,,,Clarkson,NE,68629-0207,,,,,,,,,,,,,,,,,,,,,,,
6173,Hanel Oil Inc,140 N 3rd St,Howells,NE,68641-0399,Colfax,Margaret Smith,PO Box 399,,,Howells,NE,68641-0399,,,,,,,,,,,,,,,,,,,,,,,
6264,Schuyler Co-op Assn,1303 G St,Schuyler,NE,68661-1844,Colfax,Joseph A Sisco,1303 G St,1227 280th Seward 68434,,Schuyler,NE,68661-1844,,,,,,,,,,,,,,,,,,,,,,,
6272,Cargill Meat Solutions Corp,490 Road 9,Schuyler,NE,68661-7113,Colfax,Katrina Robertson,PO Box 544,490 Road 9 Schuyler 68661,,Schuyler,NE,68661-0544,,,,,,,,,,,,,,,,,,,,,,,
6296,Frontier Cooperative,840 W 13th St,Schuyler,NE,68661-1759,Colfax,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
6312,Cooperative Supply Inc,107 Main St,Leigh,NE,68643-0068,Colfax,Chris Pieper,PO Box 278,,,Dodge,NE,68633-0278,,,,,,,,,,,,,,,,,,,,,,,
6405,NDOT Clarkson Yard,120 Bryan St,Clarkson,NE,68629-4031,Colfax,Daniel L McDonald,26830 State Highway 91,,,Humphrey,NE,68642-5007,,,,,,,,,,,,,,,,,,,,,,,
6439,Quality Pork International Inc,126 W Grant St,West Point,NE,68788-1856,Cuming,Bennett Leuschen,10404 F Plz,,,Omaha,NE,68127-1000,,,,,,,,,,,,,,,,,,,,,,,
6470,Nutrien Ag Solutions,630 Front St,Beemer,NE,68716-0279,Cuming,Sarah Prusa,PO Box 309,,,Beemer,NE,68716-0309,,,,,,,,,,,,,,,,,,,,,,,
6638,West Point Dairy Products LLC,1715 E Rd,West Point,NE,68788-4567,Cuming,Terry Angstead,1715 E Rd,,,West Point,NE,68788-4567,,,,,,,,,,,,,,,,,,,,,,,
6703,NDOT West Point Yard,1500 N Lincoln St,West Point,NE,68788-1063,Cuming,William Hansen,1500 N Lincoln St,,,West Point,NE,68788-1063,,,,,,,,,,,,,,,,,,,,,,,
6862,Becton Dickinson Corp,150 S 1st Ave,Broken Bow,NE,68822-2203,Custer,Ryan R Carrell,150 S 1st Ave,,,Broken Bow,NE,68822-2203,,,,,,,,,,,,,,,,,,,,,,,
6872,Arrow Aviation Inc,79971 Airport Rd,Broken Bow,NE,68822-5502,Custer,William Williams,79971 Airport Rd,,,Broken Bow,NE,68822-5502,,,,,,,,,,,,,,,,,,,,,,,
6941,Paulsen Inc Redi-Mix Plant,1981 N 17th Ave,Broken Bow,NE,68822-4268,Custer,Jacob T Rush,PO Box 17,,,Cozad,NE,69130-0017,,,,,,,,,,,,,,,,,,,,,,,
7004,Trotter Grain & Fertilizer,300 E Edith St,Sargent,NE,68874-0279,Custer,Ronald D Jepsen,PO Box 279,,,Sargent,NE,68874-0279,,,,,,,,,,,,,,,,,,,,,,,
7048,Trotter Grain & Fertilizer Co,1120 Main St,Ansley,NE,68814-0305,Custer,Mark Golter,PO Box 305,1120 Main St Ansley 68814 0305,,Ansley,NE,68814-0305,,,,,,,,,,,,,,,,,,,,,,,
7103,Great Western Gas Co,102 W Jesse St,Sargent,NE,68874-4249,Custer,Debra Emerton,PO Box 88,,,Burwell,NE,68823-0088,,,,,,,,,,,,,,,,,,,,,,,
7147,Norder Supply Inc,79154 Arnold River Rd,Callaway,NE,68825-5113,Custer,Cody Lightwine,PO Box 10,,,Bruning,NE,68322-0010,,,,,,,,,,,,,,,,,,,,,,,
7180,NDOT Arnold Yard 60600,510 S Carroll St,Arnold,NE,69120,Custer,Brady L Rosenblad,78008 Hwy 21,POB 436 Broken Bow 68822,,Oconto,NE,68860,,,,,,,,,,,,,,,,,,,,,,,
7248,NDOT Broken Bow Yard,515 E South E St,Broken Bow,NE,68822-2715,Custer,Andy A Duryea,PO Box 436,78008 Hwy 21 68822,,Broken Bow,NE,68822-0436,,,,,,,,,,,,,,,,,,,,,,,
7274,NDOT Ansley Yard 63100,406 Division St,Ansley,NE,68814-2439,Custer,Andy A Duryea,PO Box 436,78008 Hwy 21 68822,,Broken Bow,NE,68822-0436,,,,,,,,,,,,,,,,,,,,,,,
7328,Nutrien Ag Solutions,4505 Dakota Ave,South Sioux City,NE,68776-3660,Dakota,Marty Vohs,PO Box 188,,,South Sioux City,NE,68776-0188,,,,,,,,,,,,,,,,,,,,,,,
7336,Sioux City Foundry Co,2400 G St,South Sioux City,NE,68776,Dakota,Dan Plesher,PO Box 3067,,,Sioux City,IA,51105,,,,,,,,,,,,,,,,,,,,,,,
7339,Tyson Fresh Meats Inc,5200 IBP Ave,Dakota City,NE,68731,Dakota,John R Hammer,PO Box 618 DC90 Ec 96,800 Stevens Port Dr DC90 57049,,Dakota City,NE,68731-0618,,,,,,,,,,,,,,,,,,,,,,,
7408,Ferrellgas,5208 Dakota Ave,South Sioux City,NE,68776-3657,Dakota,Greg Howard,13606 L St,,,Omaha,NE,68137-1732,,,,,,,,,,,,,,,,,,,,,,,
7573,Elementis LTP LP,511 N 20th St,Dakota City,NE,68731-4040,Dakota,John Hegarty,511 N 20th St,,,Dakota City,NE,68731-5113,,,,,,,,,,,,,,,,,,,,,,,
7797,WESTCO Propane Plant,170 Bordeaux St,Chadron,NE,69337-2342,Dawes,David W Briggs,PO Box H,Ag Chemicals and Fertiliizer,,Alliance,NE,69301-0774,,,,,,,,,,,,,,,,,,,,,,,
7964,WESTCO Bulk Plant,20 W Ash Creek Rd,Crawford,NE,69339-4100,Dawes,David W Briggs,PO Box H,Ag Chemicals and Fertiliizer,,Alliance,NE,69301-0774,,,,,,,,,,,,,,,,,,,,,,,
8088,Chadron Plant,741 E Niobrara Ave,Chadron,NE,69337-2144,Dawes,James Farinha,PO Box 430,,,New Hampton,IA,50659-0430,,,,,,,,,,,,,,,,,,,,,,,
8104,Pine Ridge Service Center,547 2nd St,Crawford,NE,69339-1055,Dawes,Jamie L Rivera-Haas,547 2nd St,,,Crawford,NE,69339-1055,,,,,,,,,,,,,,,,,,,,,,,
8111,WESTCO Propane Plant,6 Oak St,Crawford,NE,69339,Dawes,David W Briggs,PO Box H,Ag Chemicals and Fertiliizer,,Alliance,NE,69301-0774,,,,,,,,,,,,,,,,,,,,,,,
8132,Unverferth Manufacturing Co,75765 Road 435,Lexington,NE,68850-5636,Dawson,Daniel L Saathoff,620 E Frontier St,7685 Hwy 40 Miller NE 68858,,Lexington,NE,68850,,,,,,,,,,,,,,,,,,,,,,,
8150,Paulsen Corporate Headquarters,1116 E Highway 30,Cozad,NE,69130-2236,Dawson,Jacob T Rush,PO Box 17,,,Cozad,NE,69130-0017,,,,,,,,,,,,,,,,,,,,,,,
8191,Titan Machinery Inc,75481 Road 435,Lexington,NE,68850-3837,Dawson,Craig Kopp,644 E Beaton Dr,,,West Fargo,ND,58078-2648,,,,,,,,,,,,,,,,,,,,,,,
8434,Bunge USA Grain LLC,305 E Highway 30,Cozad,NE,69130-2238,Dawson,Brieanne Davenport,1331 Capitol Ave,,,Omaha,NE,68102-1196,,,,,,,,,,,,,,,,,,,,,,,
8443,Nutrien Ag Solutions,308 W 2nd St,Cozad,NE,69130-9799,Dawson,Jason Schneider,308 W 2nd St,,,Cozad,NE,69130-9799,,,,,,,,,,,,,,,,,,,,,,,
8484,NebraskaLand Truck Center,3002 Plum Creek Pkwy,Lexington,NE,68850-5605,Dawson,Travis Wright,PO Box 96,,,Lexington,NE,68850-0096,,,,,,,,,,,,,,,,,,,,,,,
8512,NPPD Canaday Station,74965 Road 435,Lexington,NE,68850-5557,Gosper,Keith R Karel,PO Box 499,1414 15th St,,Columbus,NE,68602-0499,,,,,,,,,,,,,,,,,,,,,,,
8603,NDOT Lexington Yard,2812 Plum Creek Pkwy,Lexington,NE,68850-5627,Dawson,Art Kiger,PO Box 113,,,Lexington,NE,68850-0113,,,,,,,,,,,,,,,,,,,,,,,
8622,Dawson County Maintenance Shop,1120 10th St,Gothenburg,NE,69138-2434,Dawson,Andy Durya,700 N Washington St Rm H,,,Lexington,NE,68850-1940,,,,,,,,,,,,,,,,,,,,,,,
8669,TIGT Lexington Compressor Sta,75780 Road 435,Lexington,NE,68850-5636,Dawson,Danielle Mateyka,370 Van Gordon St,,,Lakewood,CO,80228-1579,,,,,,,,,,,,,,,,,,,,,,,
8744,Tyson Fresh Meats Inc,1500 Plum Creek Pkwy,Lexington,NE,68850-2648,Dawson,Dave Roemmich,PO Box 920,1500 S Plum Creek Pkwy,,Lexington,NE,68850-0920,,,,,,,,,,,,,,,,,,,,,,,
8904,Ag Valley Co-op Non Stock,106 Pine St,Big Springs,NE,69122-0476,Deuel,Shawn Erickson,PO Box 577,PO Box 68 Edison NE 68936 0068,,Arapahoe,NE,68922-0577,,,,,,,,,,,,,,,,,,,,,,,
8905,Frenchman Valley Farmers Co-op,16515 Road 14,Chappell,NE,69129-8185,Deuel,Michael D Barfield,PO Box 578,202 Broadway St,,Imperial,NE,69033-0578,,,,,,,,,,,,,,,,,,,,,,,
8910,Pilot Flying J 904,109 Circle Rd,Big Springs,NE,69122-5014,Deuel,Amanda Vogel,3144 Stage Post Dr Ste 112,,,Bartlett,TN,38133-4039,,,,,,,,,,,,,,,,,,,,,,,
8914,McClung Aerial Spraying Inc,625 Road 207,Big Springs,NE,69122-2262,Deuel,Brent McClung,625 Road 207,,,Big Springs,NE,69122-2262,,,,,,,,,,,,,,,,,,,,,,,
8973,WAPA Chappell Substation,Thompson Ave,Chappell,NE,69129,Deuel,Heather Benedict,5555 E Crossroads Blvd,,,Loveland,CO,80538-8986,,,,,,,,,,,,,,,,,,,,,,,
9057,M G Waldbaum Co,105 N Main St,Wakefield,NE,68784-6016,Dixon,Seth Schramm,9350 Excelsior Blvd Ste 300,14334 Industrial Rd 68144,,Hopkins,MN,55343-3455,,,,,,,,,,,,,,,,,,,,,,,
9061,Dixon Elevator Co,205 1st St,Dixon,NE,68732-0008,Dixon,Jeffrey L Hartung,PO Box 8,,,Dixon,NE,68732-0008,,,,,,,,,,,,,,,,,,,,,,,
9100,Central Valley Ag,58376 Highway 12,Newcastle,NE,68757-0217,Dixon,Amy Eisenhauer,PO Box 160,,,Wisner,NE,68791-0160,,,,,,,,,,,,,,,,,,,,,,,
9141,Purina Animal Nutrition LLC,330 E Cloverly Rd,Fremont,NE,68025-6116,Dodge,Danielle Funk,330 E Cloverly Rd,,,Fremont,NE,68025-6116,,,,,,,,,,,,,,,,,,,,,,,
9143,Darling Ingredients Inc,787 E County Road T,Fremont,NE,68025-7809,Dodge,Jarrett Eubanks,5601 N Macarthur Blvd,5601 N Macarthur Blvd,,Irving,TX,75038-2616,,,,,,,,,,,,,,,,,,,,,,,
9144,Cargill Animal Nutrition,943 Schneider St,Fremont,NE,68025-1526,Dodge,Elizabeth M Pierson,943 Schneider St,,,Fremont,NE,68025-6133,,,,,,,,,,,,,,,,,,,,,,,
9149,Ardent Mills LLC,125 S Broad St,Fremont,NE,68025-5658,Dodge,Tom Kleist,2900 C St,,,Omaha,NE,68107-1589,,,,,,,,,,,,,,,,,,,,,,,
9155,Central Valley Ag,301 Railroad St,Scribner,NE,68057-3023,Dodge,Amy Eisenhauer,PO Box 160,,,Wisner,NE,68791-0160,,,,,,,,,,,,,,,,,,,,,,,
9169,Archer Daniels Midland Co,130 N Broad St,Fremont,NE,68025-4972,Dodge,Tyler Pollock,130 N Broad St,,,Fremont,NE,68025-4972,,,,,,,,,,,,,,,,,,,,,,,
9176,Magnus LLC,1300 Morningside Rd,Fremont,NE,68025-6222,Dodge,Kate E Tacner,PO Box 1029,,,Fremont,NE,68026-1029,,,,,,,,,,,,,,,,,,,,,,,
9177,Jayhawk Boxes Inc,1150 S Union St,Fremont,NE,68025-6137,Dodge,Bruce Kolund,1150 S Union St,,,Fremont,NE,68025-6137,,,,,,,,,,,,,,,,,,,,,,,
9188,Sapp Bros Petroleum Inc,1500 Front St,Fremont,NE,68025-5776,Dodge,Randy Benson,9915 S 148th St,,,Omaha,NE,68138-3876,,,,,,,,,,,,,,,,,,,,,,,
9190,All Metals Market Inc,1225 County Road Y,Fremont,NE,68025-7948,Saunders,Scott Washburn,1225 County Road Y,,,Fremont,NE,68025-7948,,,,,,,,,,,,,,,,,,,,,,,
9195,AmeriCold Logistics LLC,950 Schneider St,Fremont,NE,68025-6134,Dodge,Bill Macklin,950 Schneider St,,,Fremont,NE,68025-6134,,,,,,,,,,,,,,,,,,,,,,,
9234,C F Industries Distribution,1949 County Rd S,Fremont,NE,68025-7319,Dodge,Ryan Kahn,2375 Waterview Dr,,,Northbrook,IL,60062-6145,,,,,,,,,,,,,,,,,,,,,,,
9235,Charter Communications NE765,1780 E 23rd St,Fremont,NE,68025-2416,Dodge,Kahlia Shmerer,2240 S County Trl Unit 5,,,East Greenwich,RI,02818-5201,,,,,,,,,,,,,,,,,,,,,,,
9319,Gerhold Concrete Co,3300 N Broad St,Fremont,NE,68025-2345,Dodge,Thomas Silknitter,2625 S 158th Plz,,,Omaha,NE,68130-1770,,,,,,,,,,,,,,,,,,,,,,,
9419,3M Great Plains,515 S Main St,Fremont,NE,68025-5601,Dodge,Cheryl R Wildy,PO Box 368,,,Valley,NE,68064-0368,,,,,,,,,,,,,,,,,,,,,,,
9435,Interstate Chemical Company,327 E County Road T,Fremont,NE,68025-7845,Dodge,Ryan Albert,2797 Freedland Rd,,,Hermitage,PA,16148-9027,,,,,,,,,,,,,,,,,,,,,,,
9436,Rawhide Chemoil Inc,3630 N Ridge Road Dr,Fremont,NE,68025-7374,Dodge,Jennifer Assmann,2650 Rawhide Dr,,,Fremont,NE,68025-8045,,,,,,,,,,,,,,,,,,,,,,,
9494,Titan Machinery Inc,3701 W Highway 30,Fremont,NE,68025-8024,Dodge,Craig Kopp,644 E Beaton Dr,,,West Fargo,ND,58078-2648,,,,,,,,,,,,,,,,,,,,,,,
9540,Scribner Grain & Lumber Co,220 Railroad St,Scribner,NE,68057-0289,Dodge,Mike Baumert,PO Box 289,223 Railroad St,,Scribner,NE,68057-0289,,,,,,,,,,,,,,,,,,,,,,,
9563,Cooperative Supply Inc,302 County Road 2,Dodge,NE,68633-4224,Dodge,Chris Pieper,PO Box 278,,,Dodge,NE,68633-0278,,,,,,,,,,,,,,,,,,,,,,,
9595,Schuyler Co-op Assn,Highway 30,North Bend,NE,68649,Dodge,Joseph A Sisco,1303 G St,1227 280th Seward 68434,,Schuyler,NE,68661-1844,,,,,,,,,,,,,,,,,,,,,,,
9626,Cooperative Supply Inc,239 Front St,Dodge,NE,68633-0278,Dodge,Chris Pieper,PO Box 278,,,Dodge,NE,68633-0278,,,,,,,,,,,,,,,,,,,,,,,
9662,WholeStone Farms Cooperative,900 S Platte Ave,Fremont,NE,68025-6232,Dodge,Steven J Weers,900 S Platte Ave,,,Fremont,NE,68025-6232,,,,,,,,,,,,,,,,,,,,,,,
9665,The Oilgear Company,905 S Downing St,Fremont,NE,68025-8659,Dodge,John Metzler,905 S Downing St,,,Fremont,NE,68025-8659,,,,,,,,,,,,,,,,,,,,,,,
9733,Kruger Feed & Seed,131 E 7th St,North Bend,NE,68649-0250,Dodge,Gerald L Kruger,PO Box 250,,,North Bend,NE,68649-0250,,,,,,,,,,,,,,,,,,,,,,,
9743,CRD Inc Transfer Station,1200 Hamilton St,Fremont,NE,68025-6203,Dodge,Jamie Johnson,1200 Hamilton St,,,Fremont,NE,68025-6203,,,,,,,,,,,,,,,,,,,,,,,
9848,Farmers Pride Warehouse,505 2nd St,Snyder,NE,68664-0217,Dodge,Dawn Pochop,PO Box 10,,,Battle Creek,NE,68715-0010,,,,,,,,,,,,,,,,,,,,,,,
9954,Smeal SFA LLC,610 W 4th St,Snyder,NE,68664-2429,Dodge,Scott Chartier,610 W 4th St,,,Snyder,NE,68664-2429,,,,,,,,,,,,,,,,,,,,,,,
10000,Frontier Cooperative,351 Cottonwood St,North Bend,NE,68649-8500,Dodge,Cody Hull,10741 N 142nd St,,,Waverly,NE,68462-1102,,,,,,,,,,,,,,,,,,,,,,,
10021,Hoegemeyer Enterprises Inc,1755 Hoegemeyer Rd,Hooper,NE,68031-2125,Dodge,Chris A Hoegemeyer,1757 Hoegemeyer Rd,1755 Hoegemeyer Rd,,Hooper,NE,68031-2125,,,,,,,,,,,,,,,,,,,,,,,
10138,Viterra USA Grain LLC,1700 Front St,Fremont,NE,68025-6236,Dodge,Brieanne Davenport,1331 Capitol Ave,,,Omaha,NE,68102-1196,,,,,,,,,,,,,,,,,,,,,,,
10170,Holcim US Inc,3350 N Broad St,Fremont,NE,68025-2345,Dodge,Robert I Baker,3350 N Broad St,,,Fremont,NE,68025-2345,,,,,,,,,,,,,,,,,,,,,,,
10186,Helena Agri-Enterprises LLC,1880 Proctor Rd,Fremont,NE,68025-8877,Dodge,Alex M Ott,1880 Proctor Rd,,,Fremont,NE,68025-8877,,,,,,,,,,,,,,,,,,,,,,,
10255,American Concrete Products Co,8707 N 300th St,Valley,NE,68064-0318,Douglas,James Connell,PO Box 318,,,Valley,NE,68064-0318,,,,,,,,,,,,,,,,,,,,,,,
10257,J F O'Neill Packing Co,3120 G St,Omaha,NE,68107-0194,Douglas,Deb Bailey,3120 G St,,,Omaha,NE,68107-1447,,,,,,,,,,,,,,,,,,,,,,,
10259,Hiland Dairy Foods Company LLC,2901 Cuming St,Omaha,NE,68131-2108,Douglas,Tyler Gentzel,2901 Cuming St,,,Omaha,NE,68131-2134,,,,,,,,,,,,,,,,,,,,,,,
10267,Eaton Omaha Power Center,3900 Dahlman Ave,Omaha,NE,68107-1560,Douglas,Rob Murtfeld,3900 Dahlman Ave,,,Omaha,NE,68107-1560,,,,,,,,,,,,,,,,,,,,,,,
10271,JBS Packerland,3435 Edward Babe Gomez Ave,Omaha,NE,68107-2561,Douglas,Chase Golik,3435 Edward Babe Gomez Ave,,,Omaha,NE,68107-2561,,,,,,,,,,,,,,,,,,,,,,,
10274,Nox-Crete Temporary Warehouse,2420 Z St,Omaha,NE,68107-4407,Douglas,Michael A Linn,PO Box 8102,,,Omaha,NE,68108-0102,,,,,,,,,,,,,,,,,,,,,,,
10277,Quality Refrigerated Services,3301 G St,Omaha,NE,68107-1463,Douglas,Mark Armstrong,3301 G St,,,Omaha,NE,68107-1463,,,,,,,,,,,,,,,,,,,,,,,
10289,Omaha VA Medical Center,4101 Woolworth Ave,Omaha,NE,68105-1873,Douglas,Kecia K Spofford,4101 Woolworth Ave,,,Omaha,NE,68105-1850,,,,,,,,,,,,,,,,,,,,,,,
10296,Magellan Pipeline Company LP,2205 N 11th St,Omaha,NE,68110-2557,Douglas,Candace Friend,100 W 5th St,MPC-OMAHA/MPC-FALLS CITY,,Tulsa,OK,74103-4207,,,,,,,,,,,,,,,,,,,,,,,
10298,MUD Operation Building,3100 S 61st Ave,Omaha,NE,68106-3621,Douglas,John E Velehradsky,7350 World Communications Dr,,,Omaha,NE,68122-4041,,,,,,,,,,,,,,,,,,,,,,,
10299,Ardent Mills LLC,2900 C St,Omaha,NE,68107,Douglas,Thomas Morehouse,2900 C St,,,Omaha,NE,68107-1589,,,,,,,,,,,,,,,,,,,,,,,
10308,3M Co,600 E Meigs St,Valley,NE,68064-0368,Douglas,Cheryl R Wildy,PO Box 368,,,Valley,NE,68064-0368,,,,,,,,,,,,,,,,,,,,,,,
10328,Wynne Transport Service Inc,2222 N 11th St,Omaha,NE,68110-2592,Douglas,Peter J Book,2222 N 11th St,,,Omaha,NE,68110-2524,,,,,,,,,,,,,,,,,,,,,,,
10345,RoadBuilders Machinery & Sup,4115 S 90th St,Omaha,NE,68127-1391,Douglas,Erika Given,1001 S 7th St,,,Kansas City,KS,66105-2007,,,,,,,,,,,,,,,,,,,,,,,
10353,Univar USA Inc,3002 F St,Omaha,NE,68107-1566,Douglas,Timothy Strohl,3075 Highland Pkwy Ste 200,,,Downers Grove,IL,60515-5560,,,,,,,,,,,,,,,,,,,,,,,
10393,Penske Truck Leasing Co LP,9401 J St,Omaha,NE,68127-1286,Douglas,Morgan McCusker,PO Box 7635,Route 10 Green Hills,,Reading,PA,19603-7635,,,,,,,,,,,,,,,,,,,,,,,
10395,Taylor Communications Inc,9503 F St,Omaha,NE,68127-1289,Douglas,John R Tanke,1725 Roe Crest Dr,,,North Mankato,MN,56003-1807,,,,,,,,,,,,,,,,,,,,,,,
10397,Rion Equipment,7820 L St,Omaha,NE,68127-0425,Douglas,Trevor Tobias,11718 Nicholas St Ste 201,14648 Shepard St Ste 100,,Omaha,NE,68154-4435,,,,,,,,,,,,,,,,,,,,,,,
10410,BNSF Railway Company,4302 Gibson Rd,Omaha,NE,68107-2352,Douglas,Robert Schroeder,801 W O St Bldg J,201 N 7th St Lincoln 68508,,Lincoln,NE,68528-1309,,,,,,,,,,,,,,,,,,,,,,,
10441,Bunzl Processor Distribution,6720 N 16th St,Omaha,NE,68112-3497,Douglas,Darrin Anderson,1 Cityplace Dr Ste 20,1 Cityplace Dr Ste 200,,St Louis,MO,63141-7014,,,,,,,,,,,,,,,,,,,,,,,
10447,Signature Flight Support,3636 Wilbur Plz,Omaha,NE,68110-2642,Douglas,Jason Sparks,3636 Wilbur Plz,,,Omaha,NE,68110-2642,,,,,,,,,,,,,,,,,,,,,,,
10465,ALI Pharmaceutical Mfg LLC,4410 S 102nd St,Omaha,NE,68127-1003,Douglas,David L Sempek,11128 John Galt Blvd Ste 500,11111 M St Ste 110 68137 2378,,Omaha,NE,68137-2375,,,,,,,,,,,,,,,,,,,,,,,
10467,Greenbrier Rail Services,4901 S 28th St,Omaha,NE,68107-2610,Douglas,Harley White,4901 S 28th St,,,Omaha,NE,68107-2610,,,,,,,,,,,,,,,,,,,,,,,
10469,Packaging Corp of America,1002 Missouri Ave,Omaha,NE,68107-2357,Douglas,Steve Dutton,1002 Missouri Ave,,,Omaha,NE,68107-2350,,,,,,,,,,,,,,,,,,,,,,,
